artist_input,wikidata_uri,label,country,country_lat,country_lon,birth,birth_place,birth_lat,birth_lon,death,death_place
Giulia Niccolai,http://www.wikidata.org/entity/Q3769287,Giulia Niccolai,Itália,42.5,12.5,1934-12-21T00:00:00Z,Milão,45.466946,9.19,2021-06-22T00:00:00Z,Milão
Giuliano Vangi,http://www.wikidata.org/entity/Q1304848,Giuliano Vangi,Itália,42.5,12.5,1931-03-13T00:00:00Z,Barberino di Mugello,44.0,11.233334,2024-03-26T00:00:00Z,Pesaro
Giulio Turcato,http://www.wikidata.org/entity/Q556328,Giulio Turcato,Reino da Itália,41.9,12.5,1912-03-16T00:00:00Z,Mântua,45.156387,10.791111,1995-01-22T00:00:00Z,Roma
Giuseppe Capogrossi,http://www.wikidata.org/entity/Q320868,Giuseppe Capogrossi,Reino da Itália,41.9,12.5,1900-03-07T00:00:00Z,Roma,41.893055,12.482778,1972-10-07T00:00:00Z,Roma
Giuseppe Morrocchi,,,,,,,,,,,
Giuseppe Santomaso,http://www.wikidata.org/entity/Q470405,Giuseppe Santomaso,Reino da Itália,41.9,12.5,1907-09-26T00:00:00Z,Veneza,45.439724,12.331944,1990-05-23T00:00:00Z,Veneza
Giuseppe Viviani,http://www.wikidata.org/entity/Q3108161,Giuseppe Viviani,Reino da Itália,41.9,12.5,1898-12-18T00:00:00Z,San Giuliano Terme,43.7625,10.441389,1965-01-16T00:00:00Z,Pisa
Giustina Prestento,http://www.wikidata.org/entity/Q21208954,Giustina Prestento,Reino da Itália,41.9,12.5,1925-01-01T00:00:00Z,Gorizia,45.9352,13.6193,2008-09-24T00:00:00Z,Roma
Glauco Rodrigues,http://www.wikidata.org/entity/Q10290052,Glauco Rodrigues,Brasil,-14.0,-53.0,1929-01-01T00:00:00Z,Bagé,-31.330833,-54.106945,2004-01-01T00:00:00Z,Rio de Janeiro
Gloria Carrerou,,,,,,,,,,,
Glênio Bianchetti,http://www.wikidata.org/entity/Q10290240,Glênio Bianchetti,Brasil,-14.0,-53.0,1928-01-15T00:00:00Z,Bagé,-31.330833,-54.106945,2014-02-18T00:00:00Z,
"Graciela Gutiérrez Marx , Edgardo-Antonio Vigo",,,,,,,,,,,
Graciela Mabel Baldini,,,,,,,,,,,
Graham Sutherland,http://www.wikidata.org/entity/Q581763,Graham Sutherland,Reino Unido da Grã-Bretanha e Irlanda,51.50722,-0.1275,1903-08-24T00:00:00Z,Streatham,51.4279,-0.1235,1980-02-17T00:00:00Z,Streatham
Gregório Gruber,http://www.wikidata.org/entity/Q16940057,Gregório Gruber,Brasil,-14.0,-53.0,1951-01-01T00:00:00Z,Santos,-23.9336,-46.32864,,
Gretta Sarfaty,,,,,,,,,,,
Grupo EmpreZa,,,,,,,,,,,
Guilherme Maranhão,,,,,,,,,,,
Guillermo Olguín,http://www.wikidata.org/entity/Q59463676,Guillermo Olguín,México,23.0,-102.0,1969-01-01T00:00:00Z,Cidade do México,19.353773,-99.13589,,
Gustav Kurt Beck,http://www.wikidata.org/entity/Q989512,Gustav Kurt Beck,Áustria,48.0,14.0,1902-04-28T00:00:00Z,Viena,48.208332,16.3725,1983-11-07T00:00:00Z,Wolfsburg
Gustave Singier,http://www.wikidata.org/entity/Q872193,Gustave Singier,França,47.0,2.0,1909-02-11T00:00:00Z,Warneton,50.7517,2.9306,1984-05-05T00:00:00Z,14.º arrondissement de Paris
Gustavo Alamón,http://www.wikidata.org/entity/Q1556754,Gustavo Alamón,Uruguai,-33.0,-56.0,1935-01-13T00:00:00Z,Tacuarembó,-31.711048,-55.978878,2020-06-23T00:00:00Z,
Gustavo Rezende,,,,,,,,,,,
Gustavo Von Ha,,,,,,,,,,,
"Guta , Fábio Moreira Leite",,,,,,,,,,,
Hans Grudzinski,,,,,,,,,,,
Hans Persoons,http://www.wikidata.org/entity/Q118256160,Hans Persoons,Bélgica,50.64111,4.6680555,1942-07-13T00:00:00Z,Antuérpia,51.22111,4.399722,2013-11-04T00:00:00Z,Schilde
Hans Platschek,http://www.wikidata.org/entity/Q1170734,Hans Platschek,Alemanha,51.0,10.0,1923-03-12T00:00:00Z,Berlim,52.516666,13.383333,2000-02-09T00:00:00Z,Hamburgo
Haroldo González,http://www.wikidata.org/entity/Q5662895,Haroldo González,Uruguai,-33.0,-56.0,1941-07-31T00:00:00Z,Montevidéu,-34.90592,-56.19131,,
Hartwig Burchard,,,,,,,,,,,
Harumichi Sakata,,,,,,,,,,,
Hector Contte,,,,,,,,,,,
Hedvig Ziegler,,,,,,,,,,,
Heiner Kielholz,http://www.wikidata.org/entity/Q1520998,Heiner Kielholz,Suíça,46.79856,8.231973,1942-04-17T00:00:00Z,Rheinfelden,47.55389,7.795833,,
Heinz Battke,http://www.wikidata.org/entity/Q1434502,Heinz Battke,Alemanha,51.0,10.0,1900-11-28T00:00:00Z,Berlim,52.516666,13.383333,1966-01-15T00:00:00Z,Frankfurt am Main
Heitor dos Prazeres,http://www.wikidata.org/entity/Q16930117,Heitor dos Prazeres,Brasil,-14.0,-53.0,1898-09-23T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,1966-10-04T00:00:00Z,Rio de Janeiro
Helen Escobedo,http://www.wikidata.org/entity/Q1601836,Helen Escobedo,México,23.0,-102.0,1934-07-28T00:00:00Z,Cidade do México,19.353773,-99.13589,2010-09-16T00:00:00Z,Cidade do México
Helen Faganello,,,,,,,,,,,
Helena Wong,http://www.wikidata.org/entity/Q8425912,Helena Wong,Hong Kong britânico,22.280067,114.160324,1959-03-21T00:00:00Z,Hong Kong britânico,22.280067,114.160324,,
Henri Cartier-Bresson,http://www.wikidata.org/entity/Q156567,Henri Cartier-Bresson,França,47.0,2.0,1908-08-22T00:00:00Z,Chanteloup-en-Brie,48.855,2.7391667,2004-08-03T00:00:00Z,Montjustin
Henri Goetz,http://www.wikidata.org/entity/Q2748223,Henri-Bernard Goetz,França,47.0,2.0,1909-09-29T00:00:00Z,Nova Iorque,40.712776,-74.00611,1989-08-12T00:00:00Z,Nice
Henri Laurens,http://www.wikidata.org/entity/Q738892,Henri Laurens,França,47.0,2.0,1885-02-18T00:00:00Z,Paris,48.856667,2.3522222,1954-05-05T00:00:00Z,Paris
Henri Mark,,,,,,,,,,,
Henri Matisse,http://www.wikidata.org/entity/Q5589,Henri Matisse,França,47.0,2.0,1869-12-31T00:00:00Z,Le Cateau-Cambrésis,50.105278,3.541111,1954-11-03T00:00:00Z,Nice
Henri-Georges Adam,http://www.wikidata.org/entity/Q662900,Henri-Georges Adam,França,47.0,2.0,1904-01-14T00:00:00Z,Paris,48.856667,2.3522222,1967-08-27T00:00:00Z,Perros-Guirec
Henrique Leo Fuhro,,,,,,,,,,,
Henrique Oswald,http://www.wikidata.org/entity/Q327208,Henrique Oswald,Brasil,-14.0,-53.0,1852-04-14T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,1931-06-09T00:00:00Z,Rio de Janeiro
Henryk Hermanowicz,http://www.wikidata.org/entity/Q11708988,Henryk Hermanowicz,Polónia,52.0,19.0,1912-10-20T00:00:00Z,Vilnius,54.68722,25.28,1992-05-31T00:00:00Z,Cracóvia
Herman Tacasey,,,,,,,,,,,
Hermann Painitz,,,,,,,,,,,
Hermelindo Fiaminghi,http://www.wikidata.org/entity/Q10295124,Hermelindo Fiaminghi,Brasil,-14.0,-53.0,1920-10-22T00:00:00Z,São Paulo,-23.550394,-46.633945,2004-06-29T00:00:00Z,São Paulo
Hervé Fischer,http://www.wikidata.org/entity/Q3134490,Hervé Fischer,França,47.0,2.0,1941-01-01T00:00:00Z,Paris,48.856667,2.3522222,,
Hilda de Paulo,http://www.wikidata.org/entity/Q121160454,Hilda de Paulo,Brasil,-14.0,-53.0,1987-01-01T00:00:00Z,Inhumas,-16.357779,-49.495834,,
Hildebrando de Castro,,,,,,,,,,,
Hilton Berredo,,,,,,,,,,,
Hissao Sakakibara,,,,,,,,,,,
Honoré Marius Bérard,http://www.wikidata.org/entity/Q21644798,Honoré Marius Berard,França,47.0,2.0,1896-12-29T00:00:00Z,Salindres,44.17139,4.157778,1967-07-14T00:00:00Z,Saint-Martin-de-Valgalgues
Horacio Zabala,http://www.wikidata.org/entity/Q50230421,Horacio Zabala,Argentina,-34.0,-64.0,1943-01-01T00:00:00Z,Buenos Aires,-34.599724,-58.381943,,
Huberto G. Poletti D'Assandri,,,,,,,,,,,
Hudinilson Jr.,,,,,,,,,,,
Hugo Adami,http://www.wikidata.org/entity/Q10298731,Hugo Adami,Brasil,-14.0,-53.0,1899-12-08T00:00:00Z,São Paulo,-23.550394,-46.633945,1999-12-28T00:00:00Z,
Humberto Espíndola,http://www.wikidata.org/entity/Q10298872,Humberto Espíndola,Brasil,-14.0,-53.0,1943-04-04T00:00:00Z,Campo Grande,-20.46861,-54.622223,,
Humberto Jaimess-Sanchez,,,,,,,,,,,
Humberto de Castro Garcia,,,,,,,,,,,
Hélio Basto,,,,,,,,,,,
Hélio Oiticica,http://www.wikidata.org/entity/Q604340,Hélio Oiticica,Brasil,-14.0,-53.0,1937-07-26T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,1980-03-22T00:00:00Z,Rio de Janeiro
Hélio Rôla,,,,,,,,,,,
Hélio Vinci,,,,,,,,,,,
Hércules Barsotti,http://www.wikidata.org/entity/Q10299234,Hércules Barsotti,Brasil,-14.0,-53.0,1914-07-20T00:00:00Z,São Paulo,-23.550394,-46.633945,2010-12-21T00:00:00Z,São Paulo
Ichiro Fukuzawa,,,,,,,,,,,
Iole Di Natale,,,,,,,,,,,
Iole de Freitas,http://www.wikidata.org/entity/Q1671971,Iole de Freitas,Brasil,-14.0,-53.0,1945-01-01T00:00:00Z,Belo Horizonte,-19.928055,-43.941944,,
Iran do Espírito Santo,,,,,,,,,,,
Irene Buarque,http://www.wikidata.org/entity/Q118516378,Irene Buarque,Brasil,-14.0,-53.0,1943-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Isabel Castilho,,,,,,,,,,,
Isabel Pons,http://www.wikidata.org/entity/Q57530107,Isabel Pons,Brasil,-14.0,-53.0,1912-01-28T00:00:00Z,Barcelona,41.3825,2.1769445,2002-06-03T00:00:00Z,Rio de Janeiro
Isidoro Valcárcel Medina,http://www.wikidata.org/entity/Q5921245,Isidoro Valcárcel Medina,Espanha,40.2,-3.5,1937-01-01T00:00:00Z,Múrcia,37.983334,-1.1302778,,
Ismael Nery,http://www.wikidata.org/entity/Q1674197,Ismael Nery,Brasil,-14.0,-53.0,1900-10-09T00:00:00Z,Belém,-1.4558333,-48.503887,1934-04-06T00:00:00Z,Rio de Janeiro
Isolde Baumgart,http://www.wikidata.org/entity/Q19502663,Isolde Monson-Baumgart,Alemanha,51.0,10.0,1935-12-03T00:00:00Z,Munique,48.1375,11.575,2011-11-03T00:00:00Z,Kassel
Itajahy Martins,,,,,,,,,,,
Itamar Martinez,,,,,,,,,,,
Ivald Granato,http://www.wikidata.org/entity/Q16940310,Ivald Granato,Brasil,-14.0,-53.0,1949-12-29T00:00:00Z,Campos dos Goytacazes,-21.75389,-41.32389,2016-07-03T00:00:00Z,São Paulo
Ivan Grilo,,,,,,,,,,,
Ivan Kudrna,,,,,,,,,,,
Ivan Moraes,,,,,,,,,,,
Ivan Serpa,,,,,,,,,,,
Ivani Ranieri,,,,,,,,,,,
Ivens Machado,http://www.wikidata.org/entity/Q30605886,Ivens Machado,Brasil,-14.0,-53.0,1942-01-01T00:00:00Z,Florianópolis,-27.59328,-48.553047,2015-05-12T00:00:00Z,
Izar do Amaral Berlinck,,,,,,,,,,,
Jacob Lawrence,http://www.wikidata.org/entity/Q355566,Jacob Lawrence,Estados Unidos,39.828175,-98.5795,1917-09-07T00:00:00Z,Atlantic City,39.3625,-74.425,2000-06-09T00:00:00Z,Seattle
Jacques Castex,http://www.wikidata.org/entity/Q3158477,Jacques Castex,França,47.0,2.0,1927-05-25T00:00:00Z,15.º arrondissement de Paris,48.841328,2.3002918,2012-10-15T00:00:00Z,17.º arrondissement de Paris
Jacques Villon,http://www.wikidata.org/entity/Q452254,Jacques Villon,França,47.0,2.0,1875-07-31T00:00:00Z,Damville,48.86972,1.0747222,1963-06-09T00:00:00Z,Puteaux
Jadwiga Przybylak,,,,,,,,,,,
Jagobo Pan,,,,,,,,,,,
Jaime Prades,http://www.wikidata.org/entity/Q20016247,Jaime Prades,Uruguai,-33.0,-56.0,1902-12-17T00:00:00Z,Montevidéu,-34.90592,-56.19131,1981-01-01T00:00:00Z,Montevidéu
James Forsberg,,,,,,,,,,,
James Kudo,,,,,,,,,,,
James Steg,,,,,,,,,,,
Jan Jaromir Aleksiun,http://www.wikidata.org/entity/Q16159276,Jan Aleksiun,Polónia,52.0,19.0,1940-01-01T00:00:00Z,Naujoji Vilnia,54.7,25.416666,,
Jan Lebensztejn,,,,,,,,,,,
Janaina Wagner,,,,,,,,,,,
Jandyra Waters,,,,,,,,,,,
Janusz Bakowski,,,,,,,,,,,
Janusz Karwacki,http://www.wikidata.org/entity/Q11720225,Janusz Karwacki,Polónia,52.0,19.0,1940-07-08T00:00:00Z,Wolbrom,50.379444,19.758055,,
Jaques Faing,,,,,,,,,,,
Jaroslaw Kozlowski,,,,,,,,,,,
Jayme Batista Paiva,,,,,,,,,,,
Jean Dewasne,http://www.wikidata.org/entity/Q127266,Jean Dewasne,França,47.0,2.0,1921-05-21T00:00:00Z,Hellemmes,50.62833,3.11,1999-07-24T00:00:00Z,20.º arrondissement de Paris
Jean Kuhl,,,,,,,,,,,
Jean Rustin,,,,,,,,,,,
Jean Tinguely,http://www.wikidata.org/entity/Q163938,Jean Tinguely,Suíça,46.79856,8.231973,1925-05-22T00:00:00Z,Friburgo,46.8,7.15,1991-08-30T00:00:00Z,Berna
Jeanete Musatti,http://www.wikidata.org/entity/Q10306568,Jeanete Musatti,Brasil,-14.0,-53.0,1944-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Jeanne Coppel,http://www.wikidata.org/entity/Q3176014,Jeanne Coppel,Roménia,46.0,25.0,1896-05-16T00:00:00Z,Galați,45.423332,28.0425,1971-11-01T00:00:00Z,16.º arrondissement de Paris
Jeanne Spiteris-Veropoulou,,,,,,,,,,,
Jef Golyscheff,,,,,,,,,,,
Jenner Augusto,http://www.wikidata.org/entity/Q10306644,Jenner Augusto,Brasil,-14.0,-53.0,1924-11-11T00:00:00Z,Aracaju,-10.9167,-37.05,2003-03-02T00:00:00Z,Salvador
Jerzy Lewczynski,,,,,,,,,,,
Jerzy Trelinski,,,,,,,,,,,
Jesper Neergaard,http://www.wikidata.org/entity/Q28604394,Jesper Neergaard,Reino da Dinamarca,56.0,10.0,1939-08-15T00:00:00Z,Frederiksberg Municipality,55.677776,12.533334,,
Jessica Mein,http://www.wikidata.org/entity/Q21534184,Jessica Mein,Brasil,-14.0,-53.0,1975-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Jim Leon,http://www.wikidata.org/entity/Q3178871,Jim Leon,Reino Unido,54.6,-2.0,1938-11-12T00:00:00Z,Wolverhampton,52.584167,-2.1252778,2002-01-14T00:00:00Z,6th arrondissement of Lyon
Joan Miró,http://www.wikidata.org/entity/Q152384,Joan Miró,Espanha,40.2,-3.5,1893-04-20T00:00:00Z,Barcelona,41.3825,2.1769445,1983-12-25T00:00:00Z,Palma de Maiorca
Jonathas de Andrade,http://www.wikidata.org/entity/Q29636039,Jonathas de Andrade,Brasil,-14.0,-53.0,1982-01-01T00:00:00Z,Maceió,-9.665833,-35.735,,
Jorge Carlos Sade,,,,,,,,,,,
Jorge Oteiza,http://www.wikidata.org/entity/Q616169,Jorge Oteiza,Espanha,40.2,-3.5,1908-10-21T00:00:00Z,Orio,43.27605,-2.127262,2003-04-09T00:00:00Z,San Sebastián
Jorge Paez Vilaró,,,,,,,,,,,
Jose Costa Leite,,,,,,,,,,,
Jose Rueda,,,,,,,,,,,
Jose Urbach,,,,,,,,,,,
Josef Albers,http://www.wikidata.org/entity/Q170071,Josef Albers,Alemanha,51.0,10.0,1888-03-19T00:00:00Z,Bottrop,51.52325,6.9252696,1976-03-25T00:00:00Z,New Haven
Josef Myszkowski,,,,,,,,,,,
Josely Carvalho,http://www.wikidata.org/entity/Q45311745,Josely Carvalho,Brasil,-14.0,-53.0,1942-09-21T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Joseph Beuys,http://www.wikidata.org/entity/Q153965,Joseph Beuys,Alemanha,51.0,10.0,1921-05-12T00:00:00Z,Krefeld,51.333332,6.5666666,1986-01-23T00:00:00Z,Düsseldorf
José Antônio da Silva,http://www.wikidata.org/entity/Q10308852,José Antônio da Silva,Brasil,-14.0,-53.0,1909-01-01T00:00:00Z,Sales Oliveira,-20.771944,-47.837776,1996-08-09T00:00:00Z,São Paulo
José Carratu,,,,,,,,,,,
José Castro Leñero,,,,,,,,,,,
José Cláudio da Silva,,,,,,,,,,,
José Gamarra,http://www.wikidata.org/entity/Q3186290,José Gamarra,Uruguai,-33.0,-56.0,1934-02-12T00:00:00Z,Tacuarembó,-31.711048,-55.978878,,
José Guyer Salles,,,,,,,,,,,
José Júlio de Calasans Neto,http://www.wikidata.org/entity/Q10309729,José Júlio de Calasans Neto,Brasil,-14.0,-53.0,1932-11-11T00:00:00Z,Salvador,-12.983055,-38.49278,2006-05-01T00:00:00Z,Salvador
"José Laterza Parodi , Josefina Plá",,,,,,,,,,,
José Lazcarro Toquero,http://www.wikidata.org/entity/Q18223771,José Lazcarro Toquero,México,23.0,-102.0,1941-02-27T00:00:00Z,Puebla de Zaragoza,19.05139,-98.21778,,
José Martín Sulaimán,,,,,,,,,,,
José Mauro de Vasconcelos,http://www.wikidata.org/entity/Q1395866,José Mauro de Vasconcelos,Brasil,-14.0,-53.0,1920-02-24T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,1984-07-24T00:00:00Z,São Paulo
José Pancetti,http://www.wikidata.org/entity/Q3624721,José Pancetti,Brasil,-14.0,-53.0,1902-06-18T00:00:00Z,Campinas,-22.900913,-47.057293,1958-02-10T00:00:00Z,Rio de Janeiro
José Pedro Costigliolo,,,,,,,,,,,
José Peretto,,,,,,,,,,,
José Resende,http://www.wikidata.org/entity/Q24394905,José Resende,Brasil,-14.0,-53.0,1945-01-02T00:00:00Z,São Paulo,-23.550394,-46.633945,,
José Roberto Aguilar,http://www.wikidata.org/entity/Q10310415,José Roberto Aguilar,Brasil,-14.0,-53.0,1941-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
José Spaniol,http://www.wikidata.org/entity/Q124538929,José Spaniol,Brasil,-14.0,-53.0,1960-01-01T00:00:00Z,São Luiz Gonzaga,-28.407778,-54.960835,,
Joy Laville,http://www.wikidata.org/entity/Q3728614,Joy Laville,Reino Unido da Grã-Bretanha e Irlanda,51.50722,-0.1275,1923-09-08T00:00:00Z,Ryde,50.7271,-1.1618,2018-04-13T00:00:00Z,Cuernavaca
Jozef Cantré,http://www.wikidata.org/entity/Q2271270,Jozef Cantre,Bélgica,50.64111,4.6680555,1890-12-26T00:00:00Z,Gante,51.05361,3.7252777,1957-08-29T00:00:00Z,Gante
Jozef Pakulski,,,,,,,,,,,
Jozef Robakowski,,,,,,,,,,,
João Abel Manta,http://www.wikidata.org/entity/Q2736964,João Abel Manta,Portugal,38.7,-9.183333,1928-01-29T00:00:00Z,Lisboa,38.708042,-9.139016,,
João Atanásio,,,,,,,,,,,
João Calixto,,,,,,,,,,,
João Câmara Filho,,,,,,,,,,,
João Garboggni Quaglia,,,,,,,,,,,
João Luís Chaves,,,,,,,,,,,
João Osório Brzezinski,,,,,,,,,,,
Joãozinho,http://www.wikidata.org/entity/Q935459,João Natailton Ramos dos Santos,Rússia,66.416664,94.25,1988-12-25T00:00:00Z,Umbaúba,-11.382778,-37.657776,,
"Juan Bercetche , Carlos Raul Ginzburg , Eduardo Leonetti , Luis Pazos , Juan Carlos Romero , Edgardo-Antonio Vigo , Horacio Zabala",,,,,,,,,,,
"Juan Bercetche , Horacio Zabala , Carlos Raul Ginzburg , Eduardo Leonetti , Marcos Paley , Luis Pazos , Juan Carlos Romero",,,,,,,,,,,
Juan Giralt,http://www.wikidata.org/entity/Q5949777,Juan Giralt,Espanha,40.2,-3.5,1940-08-27T00:00:00Z,Madrid,40.416943,-3.7033334,2007-02-11T00:00:00Z,Madrid
Juan José Balzi,http://www.wikidata.org/entity/Q10312620,Juan José Balzi,Reino da Itália,41.9,12.5,1933-05-28T00:00:00Z,Buenos Aires,-34.599724,-58.381943,2017-09-21T00:00:00Z,São Paulo
Juan Langlois,,,,,,,,,,,
Juan Ventayol,http://www.wikidata.org/entity/Q42384640,Juan Ventayol,Uruguai,-33.0,-56.0,1915-11-15T00:00:00Z,Montevidéu,-34.90592,-56.19131,1971-12-31T00:00:00Z,Montevidéu
Judith Lauand,http://www.wikidata.org/entity/Q16940171,Judith Lauand,Brasil,-14.0,-53.0,1922-05-26T00:00:00Z,Pontal,-21.0225,-48.037224,2022-12-09T00:00:00Z,São Paulo
"Julien Blaine , Joaquim Branco , Paulo Bruscky , Moacy Cirne , Carlos Humberto Dantas , Leonhard Frank Duch , Falves Silva , Eduardo Gosson , Aristides Klafke , Unhandeijara Lisboa , Marciano Lyrio , Diógenes Metidieri , Pedro Osmar , P. J. Ribeiro , Vânia Lucila Valério",,,,,,,,,,,
Julio Plaza,http://www.wikidata.org/entity/Q10312905,Julio Plaza,Brasil,-14.0,-53.0,1938-02-01T00:00:00Z,Madrid,40.416943,-3.7033334,2003-06-17T00:00:00Z,São Paulo
Julius Bissier,,,,,,,,,,,
Juliusz Garztecki,http://www.wikidata.org/entity/Q11729369,Juliusz Garztecki,Polónia,52.0,19.0,1920-05-06T00:00:00Z,Varsóvia,52.23,21.01111,2017-04-02T00:00:00Z,Halinów
Juljan Czapski,,,,,,,,,,,
Júlio Pomar,http://www.wikidata.org/entity/Q1339597,Júlio Pomar,Portugal,38.7,-9.183333,1926-01-10T00:00:00Z,Lisboa,38.708042,-9.139016,2018-05-22T00:00:00Z,Lisboa
Júlio de Resende,,,,,,,,,,,
Júnior Suci,,,,,,,,,,,
K.R.H. Sonderborg,http://www.wikidata.org/entity/Q1718197,K R. H. Sonderborg,Reino da Dinamarca,56.0,10.0,1923-04-05T00:00:00Z,Sønderborg,54.91139,9.786667,2008-02-18T00:00:00Z,Hamburgo
Karel Appel,http://www.wikidata.org/entity/Q152793,Karel Appel,Reino dos Países Baixos,52.366665,4.883333,1921-04-25T00:00:00Z,Amesterdão,52.366665,4.883333,2006-05-03T00:00:00Z,Zurique
Karl Bertil Gado,,,,,,,,,,,
Karl Plattner,http://www.wikidata.org/entity/Q698400,Karl Plattner,Reino da Itália,41.9,12.5,1919-02-13T00:00:00Z,Malles Venosta,46.68792,10.546549,1986-12-08T00:00:00Z,Milão
Karl Schmidt-Rottluff,http://www.wikidata.org/entity/Q161143,Karl Schmidt-Rottluff,Alemanha,51.0,10.0,1884-12-01T00:00:00Z,Rottluff,50.8356,12.8583,1976-08-10T00:00:00Z,Berlim Ocidental
Karl Schrag,http://www.wikidata.org/entity/Q21880760,Karl Schrag,Estados Unidos,39.828175,-98.5795,1912-12-07T00:00:00Z,Karlsruhe,49.016666,8.4,1995-12-10T00:00:00Z,Nova Iorque
Karoly Pichler,http://www.wikidata.org/entity/Q47456246,Karoly Pichler,Brasil,-14.0,-53.0,1906-01-01T00:00:00Z,Budapeste,47.498333,19.040833,,
Katie Van Scherpenberg,,,,,,,,,,,
Kazimir Glaz,,,,,,,,,,,
Kazmer Fejer,,,,,,,,,,,
Kazuo Wakabayashi,http://www.wikidata.org/entity/Q120776551,Kazuo Wakabayashi,Japão,35.0,136.0,1931-05-01T00:00:00Z,Kōbe,34.690166,135.19545,2021-12-02T00:00:00Z,
Keiya Sugano,,,,,,,,,,,
Kenneth Kilstrom,http://www.wikidata.org/entity/Q16013455,Kenneth Kilstrom,Estados Unidos,39.828175,-98.5795,1922-12-25T00:00:00Z,Chicago,41.881943,-87.62778,1995-05-11T00:00:00Z,Nova Iorque
Kenny Scharf,http://www.wikidata.org/entity/Q3195237,Kenny Scharf,Estados Unidos,39.828175,-98.5795,1958-11-23T00:00:00Z,Hollywood,34.09833,-118.32667,,
"Kenzo Tabe , Yoshie Yoshida",,,,,,,,,,,
Kenzo Tanaka,,,,,,,,,,,
Klaus Karall,,,,,,,,,,,
Koos Hooykaas,http://www.wikidata.org/entity/Q110082124,Koos Hooykaas,Reino dos Países Baixos,52.366665,4.883333,1903-06-30T00:00:00Z,Roterdão,51.92,4.48,1969-04-05T00:00:00Z,'s-Graveland
Kozo Mio,,,,,,,,,,,
Krsto Hegedušić,http://www.wikidata.org/entity/Q81317,Krsto Hegedušić,República Socialista Federativa da Jugoslávia,44.82,20.4275,1901-11-26T00:00:00Z,Petrinja,45.4375,16.29,1975-04-07T00:00:00Z,Zagreb
Krysztof Wodiczko,,,,,,,,,,,
Krzysztof Majchert,,,,,,,,,,,
Kuniichi Shima,http://www.wikidata.org/entity/Q60990357,Kuniichi Shima,Império do Japão,35.6825,139.75278,1935-08-26T00:00:00Z,Kōjimachi,35.683746,139.73788,2018-07-24T00:00:00Z,Tomi
Kurt Schwitters,http://www.wikidata.org/entity/Q155158,Kurt Schwitters,Alemanha,51.0,10.0,1887-06-20T00:00:00Z,Hanôver,52.374443,9.738611,1948-01-08T00:00:00Z,Ambleside
Laci Freund,,,,,,,,,,,
Laercio Redondo,,,,,,,,,,,
"Laercio Redondo , Birger Lipinski",,,,,,,,,,,
Larry Rivers,http://www.wikidata.org/entity/Q664291,Larry Rivers,Estados Unidos,39.828175,-98.5795,1923-08-17T00:00:00Z,Bronx,40.84667,-73.87334,2002-08-14T00:00:00Z,Nova Iorque
Lasar Segall,http://www.wikidata.org/entity/Q692098,Lasar Segall,Brasil,-14.0,-53.0,1891-07-21T00:00:00Z,Vilnius,54.68722,25.28,1957-08-02T00:00:00Z,São Paulo
Lauri Ahlgren,,,,,,,,,,,
Laurita Salles,,,,,,,,,,,
Le Corbusier,http://www.wikidata.org/entity/Q4724,Le Corbusier,França,47.0,2.0,1887-10-06T00:00:00Z,La Chaux-de-Fonds,47.09963,6.8295584,1965-08-27T00:00:00Z,Roquebrune-Cap-Martin
Leda Catunda,http://www.wikidata.org/entity/Q10316857,Leda Catunda,Brasil,-14.0,-53.0,1961-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Lenora de Barros,http://www.wikidata.org/entity/Q22954677,Lenora de Barros,Brasil,-14.0,-53.0,1953-11-06T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Leo Castellani,,,,,,,,,,,
Leon Gischia,,,,,,,,,,,
Leonard Baskin,http://www.wikidata.org/entity/Q2601617,Leonard Baskin,Estados Unidos,39.828175,-98.5795,1922-08-15T00:00:00Z,New Brunswick,40.486668,-74.44444,2000-06-03T00:00:00Z,Northampton
"Leonard Baskin , Ben Shahn",,,,,,,,,,,
Leonilda Gonzalez,,,,,,,,,,,
Leonilson,http://www.wikidata.org/entity/Q10317398,Leonilson,Brasil,-14.0,-53.0,1957-03-01T00:00:00Z,Fortaleza,-3.7275,-38.5275,1993-01-01T00:00:00Z,São Paulo
Leonora Carrington,http://www.wikidata.org/entity/Q233207,Leonora Carrington,Reino Unido,54.6,-2.0,1917-04-06T00:00:00Z,Clayton-le-Woods,53.697117,-2.6603084,2011-05-25T00:00:00Z,Cidade do México
Letícia Burgos,,,,,,,,,,,
León Ferrari,http://www.wikidata.org/entity/Q324030,León Ferrari,Marocain,,,1920-09-03T00:00:00Z,Buenos Aires,-34.599724,-58.381943,2013-07-25T00:00:00Z,Buenos Aires
